,Unnamed: 0,Date,Event,City,State,Country,Winner,Loser,WeightClass,Round,Method,fighter1,reach_x,stance_x,wins_x,loss_x,no_contest_x,splm_x,sig_acc_x,sig_absorbed_x,sig_strike_defense_x,average_takedown_x,takedown_acc_x,takedown_defense_x,sub_average_x,fighter2,reach_y,stance_y,wins_y,loss_y,no_contest_y,splm_y,sig_acc_y,sig_absorbed_y,sig_strike_defense_y,average_takedown_y,takedown_acc_y,takedown_defense_y,sub_average_y,reach_diff,splm_diff,sig_acc_diff,sig_absored_diff,sig_strike_defense_diff,takedown_acc_diff,average_takedown_diff,sub_average_diff,takedown_defense_diff,theWinner
3361,3362,2014-03-23,UFC Fight Night: Shogun vs Henderson 2,Natal,Rio Grande do Norte,Brazil,Rony Jason,Steven Siler,Featherweight,1,KO/TKO,Rony Jason,73.0,1,14,7,0,2.04,44.0,3.14,53.0,0.59,30.0,30.0,0.8,Steven Siler,70.0,1,29,16,0,3.21,41.0,2.96,54.0,0.47,21.0,21.0,1.6,3.0,-1.17,3.0,0.18000000000000016,-1.0,9.0,0.12,-0.8,9.0,fighter1
3362,3363,2014-03-23,UFC Fight Night: Shogun vs Henderson 2,Natal,Rio Grande do Norte,Brazil,Thiago Santos,Ronny Markes,Middleweight,1,KO/TKO,Thiago Santos,76.0,1,21,8,0,4.36,48.0,2.32,55.0,0.77,40.0,40.0,0.1,Ronny Markes,75.0,1,17,5,0,2.17,53.0,2.43,45.0,3.13,40.0,40.0,0.5,1.0,2.1900000000000004,-5.0,-0.11000000000000032,10.0,0.0,-2.36,-0.4,0.0,fighter1
3363,3364,2014-03-23,UFC Fight Night: Shogun vs Henderson 2,Natal,Rio Grande do Norte,Brazil,Jussier Formiga,Scott Jorgensen,Flyweight,1,SUB,Jussier Formiga,67.0,1,23,8,0,1.42,39.0,2.34,64.0,1.82,35.0,35.0,0.6,Scott Jorgensen,66.0,1,15,12,0,3.37,40.0,3.41,65.0,2.61,45.0,45.0,0.7,1.0,-1.9500000000000002,-1.0,-1.0700000000000003,-1.0,-10.0,-0.7899999999999998,-0.09999999999999998,-10.0,fighter1
3364,3365,2014-03-23,UFC Fight Night: Shogun vs Henderson 2,Natal,Rio Grande do Norte,Brazil,Kenny Robertson,Thiago Perpetuo,Welterweight,1,SUB,Kenny Robertson,74.0,1,15,5,0,3.72,47.0,3.02,52.0,1.37,26.0,26.0,0.8,Thiago Perpetuo,,1,9,4,1,5.39,69.0,3.51,51.0,2.82,50.0,50.0,0.0,,-1.6699999999999995,-22.0,-0.48999999999999977,1.0,-24.0,-1.4499999999999997,0.8,-24.0,fighter1
3365,3366,2014-03-23,UFC Fight Night: Shogun vs Henderson 2,Natal,Rio Grande do Norte,Brazil,Hans Stringer,Francimar Barroso,Light Heavyweight,3,S-DEC,Hans Stringer,,1,22,8,3,3.16,61.0,2.84,41.0,2.4,36.0,36.0,0.0,Francimar Barroso,75.0,1,19,7,0,2.77,52.0,3.07,59.0,2.22,24.0,24.0,0.0,,0.3900000000000001,9.0,-0.22999999999999998,-18.0,12.0,0.17999999999999972,0.0,12.0,fighter1
3366,3367,2014-03-23,UFC Fight Night: Shogun vs Henderson 2,Natal,Rio Grande do Norte,Brazil,Godofredo Pepey,Noad Lahat,Featherweight,1,KO/TKO,Godofredo Pepey,73.0,1,13,6,0,2.32,38.0,3.23,47.0,0.37,7.0,7.0,1.5,Noad Lahat,69.0,1,11,2,0,2.79,46.0,1.47,63.0,2.37,26.0,26.0,2.4,4.0,-0.4700000000000002,-8.0,1.76,-16.0,-19.0,-2.0,-0.8999999999999999,-19.0,fighter1
3367,3368,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Johny Hendricks,Robbie Lawler,Welterweight,5,U-DEC,Johny Hendricks,69.0,2,18,8,0,3.49,45.0,3.99,53.0,3.83,46.0,46.0,0.3,Robbie Lawler,74.0,2,28,15,0,3.5,45.0,4.16,60.0,0.68,64.0,64.0,0.0,-5.0,-0.009999999999999787,0.0,-0.16999999999999993,-7.0,-18.0,3.15,0.3,-18.0,fighter1
3368,3369,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Tyron Woodley,Carlos Condit,Welterweight,2,KO/TKO,Tyron Woodley,74.0,1,19,6,1,2.33,48.0,2.72,55.0,1.08,40.0,40.0,0.4,Carlos Condit,75.0,1,32,13,0,3.63,39.0,2.49,56.0,0.62,54.0,54.0,1.0,-1.0,-1.2999999999999998,9.0,0.22999999999999998,-1.0,-14.0,0.4600000000000001,-0.6,-14.0,fighter1
3369,3370,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Myles Jury,Diego Sanchez,Lightweight,3,U-DEC,Myles Jury,73.0,1,17,4,0,2.94,42.0,2.16,66.0,2.16,55.0,55.0,0.3,Diego Sanchez,72.0,2,31,13,0,2.69,37.0,3.02,56.0,1.51,24.0,24.0,0.8,1.0,0.25,5.0,-0.8599999999999999,10.0,31.0,0.6500000000000001,-0.5,31.0,fighter1
3370,3371,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Hector Lombard,Jake Shields,Welterweight,3,U-DEC,Hector Lombard,71.0,2,34,10,0,3.02,46.0,3.35,53.0,1.69,48.0,48.0,0.5,Jake Shields,72.0,1,31,9,1,2.45,36.0,1.8,56.0,2.83,29.0,29.0,1.2,-1.0,0.5699999999999998,10.0,1.55,-3.0,19.0,-1.1400000000000001,-0.7,19.0,fighter1
3371,3372,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Ovince Saint Preux,Nikita Krylov,Light Heavyweight,1,SUB,Ovince Saint Preux,80.0,2,25,15,0,2.68,46.0,3.03,45.0,1.19,40.0,40.0,0.6,Nikita Krylov,77.0,1,27,8,0,4.33,56.0,2.52,43.0,1.34,33.0,33.0,1.3,3.0,-1.65,-10.0,0.5099999999999998,2.0,7.0,-0.15000000000000013,-0.7000000000000001,7.0,fighter1
3372,3373,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Kelvin Gastelum,Rick Story,Welterweight,3,S-DEC,Kelvin Gastelum,71.0,2,17,6,0,3.64,43.0,2.92,59.0,1.22,39.0,39.0,0.1,Rick Story,71.0,2,19,9,0,3.8,41.0,2.17,62.0,2.53,48.0,48.0,0.9,0.0,-0.1599999999999997,2.0,0.75,-3.0,-9.0,-1.3099999999999998,-0.8,-9.0,fighter1
3373,3374,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Jessica Andrade,Raquel Pennington,Women's Bantamweight,3,S-DEC,Jessica Andrade,62.0,1,21,8,0,6.38,49.0,5.26,53.0,3.11,57.0,57.0,0.4,Raquel Pennington,67.0,1,11,9,0,3.62,48.0,3.2,63.0,1.12,28.0,28.0,0.7,-5.0,2.76,1.0,2.0599999999999996,-10.0,29.0,1.9899999999999998,-0.29999999999999993,29.0,fighter1
3374,3375,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Dennis Bermudez,Jimy Hettes,Featherweight,3,KO/TKO,Dennis Bermudez,66.0,1,17,9,0,4.42,46.0,3.07,59.0,3.89,40.0,40.0,1.1,Jimy Hettes,71.0,2,11,3,0,3.47,57.0,3.5,57.0,5.2,44.0,44.0,1.4,-5.0,0.9499999999999997,-11.0,-0.43000000000000016,2.0,-4.0,-1.31,-0.2999999999999998,-4.0,fighter1
3375,3376,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Alex Garcia,Sean Spencer,Welterweight,3,S-DEC,Alex Garcia,72.0,1,15,6,0,1.81,31.0,3.03,59.0,3.72,52.0,52.0,0.1,Sean Spencer,74.0,1,12,6,0,4.24,32.0,4.02,60.0,0.14,33.0,33.0,0.0,-2.0,-2.43,-1.0,-0.9899999999999998,-1.0,19.0,3.58,0.1,19.0,fighter1
3376,3377,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Francisco Trevino,Renee Forte,Lightweight,3,U-DEC,Francisco Trevino,70.0,1,13,3,0,2.65,42.0,2.42,64.0,0.97,22.0,22.0,0.0,Renee Forte,71.0,1,8,4,0,2.08,32.0,2.12,63.0,2.32,58.0,58.0,0.0,-1.0,0.5699999999999998,10.0,0.2999999999999998,1.0,-36.0,-1.3499999999999999,0.0,-36.0,fighter1
3377,3378,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Justin Scoggins,Will Campuzano,Flyweight,3,U-DEC,Justin Scoggins,66.0,2,11,5,0,3.56,51.0,2.16,55.0,3.42,63.0,63.0,0.5,Will Campuzano,70.0,1,14,6,0,2.43,31.0,3.82,57.0,0.88,45.0,45.0,0.2,-4.0,1.13,20.0,-1.6599999999999997,-2.0,18.0,2.54,0.3,18.0,fighter1
3378,3379,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Sean Strickland,Robert McDaniel,Middleweight,1,SUB,Sean Strickland,76.0,1,22,3,0,5.09,38.0,3.77,66.0,1.26,60.0,60.0,0.4,Robert McDaniel,75.0,2,28,10,0,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,1.0,3.45,-6.0,1.79,10.0,10.0,0.32999999999999996,-0.9999999999999999,10.0,fighter1
3379,3380,2014-03-15,UFC 171: Hendricks vs Lawler,Dallas,Texas,USA,Robert Whiteford,Daniel Pineda,Featherweight,3,U-DEC,Robert Whiteford,69.0,2,14,4,0,2.33,46.0,1.99,62.0,1.9,30.0,30.0,0.0,Daniel Pineda,69.0,1,27,14,0,3.41,49.0,2.72,44.0,1.55,29.0,29.0,1.8,0.0,-1.08,-3.0,-0.7300000000000002,18.0,1.0,0.34999999999999987,-1.8,1.0,fighter1
3380,3381,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Alexander Gustafsson,Jimi Manuwa,Light Heavyweight,2,KO/TKO,Alexander Gustafsson,79.0,1,18,7,0,4.02,40.0,3.42,51.0,1.54,39.0,39.0,0.4,Jimi Manuwa,79.0,1,17,6,0,3.43,54.0,3.97,49.0,0.53,18.0,18.0,0.4,0.0,0.5899999999999994,-14.0,-0.5500000000000003,2.0,21.0,1.01,0.0,21.0,fighter1
3381,3382,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Michael Johnson,Melvin Guillard,Lightweight,3,U-DEC,Michael Johnson,73.0,2,20,17,0,4.21,38.0,3.82,58.0,0.49,45.0,45.0,0.1,Melvin Guillard,71.0,1,32,18,0,2.96,40.0,1.85,66.0,1.3,63.0,63.0,0.2,2.0,1.25,-2.0,1.9699999999999998,-8.0,-18.0,-0.81,-0.1,-18.0,fighter1
3382,3383,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Brad Pickett,Neil Seery,Flyweight,3,U-DEC,Brad Pickett,68.0,1,25,14,0,3.02,31.0,4.63,55.0,2.47,44.0,44.0,0.4,Neil Seery,64.0,1,16,13,0,3.56,41.0,3.79,58.0,0.78,27.0,27.0,1.6,4.0,-0.54,-10.0,0.8399999999999999,-3.0,17.0,1.6900000000000002,-1.2000000000000002,17.0,fighter1
3383,3384,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Gunnar Nelson,Omari Akhmedov,Welterweight,1,SUB,Gunnar Nelson,72.0,3,17,5,1,1.71,57.0,3.33,49.0,1.72,55.0,55.0,0.9,Omari Akhmedov,73.0,1,21,5,1,2.95,35.0,2.59,57.0,2.63,49.0,49.0,0.3,-1.0,-1.2400000000000002,22.0,0.7400000000000002,-8.0,6.0,-0.9099999999999999,0.6000000000000001,6.0,fighter1
3384,3385,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Ilir Latifi,Cyrille Diabate,Light Heavyweight,1,SUB,Ilir Latifi,73.0,1,15,8,0,2.01,40.0,2.84,56.0,2.02,32.0,32.0,0.4,Cyrille Diabate,81.0,2,19,10,0,4.06,71.0,1.78,60.0,1.17,83.0,83.0,0.2,-8.0,-2.05,-31.0,1.0599999999999998,-4.0,-51.0,0.8500000000000001,0.2,-51.0,fighter1
3385,3386,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Luke Barnatt,Mats Nilsson,Middleweight,1,KO/TKO,Luke Barnatt,77.0,1,13,4,0,4.43,36.0,3.87,59.0,0.63,42.0,42.0,0.4,Mats Nilsson,,1,11,4,1,2.99,39.0,5.62,63.0,3.87,83.0,83.0,2.3,,1.4399999999999995,-3.0,-1.75,-4.0,-41.0,-3.24,-1.9,-41.0,fighter1
3386,3387,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Claudio Silva,Brad Scott,Middleweight,3,U-DEC,Claudio Silva,71.0,2,14,2,0,3.14,42.0,3.12,43.0,3.01,28.0,28.0,1.6,Brad Scott,76.0,1,11,6,0,3.52,41.0,4.31,57.0,0.32,15.0,15.0,0.7,-5.0,-0.3799999999999999,1.0,-1.1899999999999995,-14.0,13.0,2.69,0.9000000000000001,13.0,fighter1
3387,3388,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Igor Araujo,Danny Mitchell,Welterweight,3,U-DEC,Igor Araujo,77.0,1,25,9,0,1.52,42.0,2.86,49.0,0.86,15.0,15.0,0.6,Danny Mitchell,,1,19,9,1,2.53,49.0,2.53,52.0,0.0,0.0,0.0,3.0,,-1.0099999999999998,-7.0,0.33000000000000007,-3.0,15.0,0.86,-2.4,15.0,fighter1
3388,3389,2014-03-08,UFC Fight Night: Gustafsson vs Manuwa,London,England,United Kingdom,Phil Harris,Louis Gaudinot,Flyweight,1,Overturned,Phil Harris,65.0,1,22,12,0,2.34,26.0,3.16,68.0,1.76,21.0,21.0,0.0,Louis Gaudinot,63.0,1,8,4,0 ,2.34,37.0,6.42,48.0,0.57,40.0,40.0,1.1,2.0,0.0,-11.0,-3.26,20.0,-19.0,1.19,-1.1,-19.0,fighter1
3389,3390,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Dong Hyun Kim,John Hathaway,Welterweight,3,KO/TKO,Dong Hyun Kim,76.0,2,22,4,1,2.12,49.0,1.89,58.0,2.93,43.0,43.0,0.6,John Hathaway,75.0,1,17,2,0,3.4,40.0,1.8,62.0,2.61,43.0,43.0,0.9,1.0,-1.2799999999999998,9.0,0.08999999999999986,-4.0,0.0,0.3200000000000003,-0.30000000000000004,0.0,fighter1
3390,3391,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Zhang Lipeng,Sai Wang,Welterweight,3,S-DEC,Zhang Lipeng,71.0,2,23,9,1,1.28,48.0,1.88,53.0,1.75,30.0,30.0,0.8,Sai Wang,,2,20,6,1,3.17,46.0,2.27,53.0,0.0,0.0,0.0,0.0,,-1.89,2.0,-0.3900000000000001,0.0,30.0,1.75,0.8,30.0,fighter1
3391,3392,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Matt Mitrione,Shawn Jordan,Heavyweight,1,KO/TKO,Matt Mitrione,82.0,3,12,5,0,3.55,50.0,2.79,64.0,0.0,0.0,0.0,0.7,Shawn Jordan,75.0,2,19,8,0,2.87,50.0,3.3,47.0,1.97,38.0,38.0,0.1,7.0,0.6799999999999997,0.0,-0.5099999999999998,17.0,-38.0,-1.97,0.6,-38.0,fighter1
3392,3393,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Hatsu Hioki,Ivan Menjivar,Featherweight,3,U-DEC,Hatsu Hioki,73.0,1,29,10,0,2.42,42.0,2.12,65.0,2.55,56.0,56.0,0.6,Ivan Menjivar,64.0,1,25,12,0,2.78,37.0,2.76,65.0,0.56,28.0,28.0,1.0,9.0,-0.3599999999999999,5.0,-0.6399999999999997,0.0,28.0,1.9899999999999998,-0.4,28.0,fighter1
3393,3394,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Yui Chul Nam,Kazuki Tokudome,Lightweight,3,S-DEC,Yui Chul Nam,,1,18,8,1,3.53,51.0,2.0,48.0,1.33,16.0,16.0,0.3,Kazuki Tokudome,73.0,2,18,7,1,2.26,41.0,3.63,53.0,2.0,38.0,38.0,0.0,,1.27,10.0,-1.63,-5.0,-22.0,-0.6699999999999999,0.3,-22.0,fighter1
3394,3395,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Vaughan Lee,Nam Phan,Bantamweight,3,U-DEC,Vaughan Lee,66.0,1,14,13,0,3.47,47.0,2.07,70.0,0.81,33.0,33.0,1.0,Nam Phan,70.0,1,21,17,0,4.52,37.0,6.55,59.0,0.18,18.0,18.0,0.2,-4.0,-1.0499999999999994,10.0,-4.48,11.0,15.0,0.6300000000000001,0.8,15.0,fighter1
3395,3396,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Anying Wang,Albert Cheng,Welterweight,1,KO/TKO,Anying Wang,,1,2,1,0,1.32,26.0,1.63,44.0,0.0,0.0,0.0,0.0,Albert Cheng,,1,7,4,0,1.0,41.0,2.6,71.0,0.0,0.0,0.0,0.0,,0.32000000000000006,-15.0,-0.9700000000000002,-27.0,0.0,0.0,0.0,0.0,fighter1
3396,3397,2014-03-01,UFC Fight Night: Kim vs Hathaway,Macau,China,China,Mark Eddiva,Jumabieke Tuerxun,Featherweight,3,U-DEC,Mark Eddiva,68.0,1,6,3,0,3.37,45.0,2.98,54.0,1.45,22.0,22.0,0.0,Jumabieke Tuerxun,,1,19,4,1,1.6,28.0,3.08,59.0,0.47,11.0,11.0,0.9,,1.77,17.0,-0.10000000000000009,-5.0,11.0,0.98,-0.9,11.0,fighter1
3397,3398,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Ronda Rousey,Sara McMann,Women's Bantamweight,1,KO/TKO,Ronda Rousey,66.0,1,12,2,0,4.17,52.0,4.14,44.0,6.26,68.0,68.0,4.8,Sara McMann,66.0,1,12,6,0,2.32,45.0,1.94,48.0,4.41,65.0,65.0,0.5,0.0,1.85,7.0,2.1999999999999997,-4.0,3.0,1.8499999999999996,4.3,3.0,fighter1
3398,3399,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Daniel Cormier,Patrick Cummins,Light Heavyweight,1,KO/TKO,Daniel Cormier,72.0,1,22,3,0,4.25,52.0,2.92,54.0,1.83,44.0,44.0,0.4,Patrick Cummins,76.0,1,10,7,0,4.26,50.0,3.35,55.0,4.49,41.0,41.0,0.1,-4.0,-0.009999999999999787,2.0,-0.43000000000000016,-1.0,3.0,-2.66,0.30000000000000004,3.0,fighter1
3399,3400,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Rory MacDonald,Demian Maia,Welterweight,3,U-DEC,Rory MacDonald,76.0,1,19,4,0,3.75,42.0,2.8,62.0,1.77,47.0,47.0,0.4,Demian Maia,72.0,2,28,10,0,1.82,43.0,2.03,63.0,2.55,26.0,26.0,1.0,4.0,1.93,-1.0,0.77,-1.0,21.0,-0.7799999999999998,-0.6,21.0,fighter1
3400,3401,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Mike Pyle,TJ Waldburger,Welterweight,3,KO/TKO,Mike Pyle,74.0,1,27,14,0,2.74,45.0,2.84,60.0,1.8,35.0,35.0,1.5,TJ Waldburger,75.0,1,16,9,0,2.02,51.0,2.39,40.0,3.03,46.0,46.0,4.8,-1.0,0.7200000000000002,-6.0,0.44999999999999973,20.0,-11.0,-1.2299999999999998,-3.3,-11.0,fighter1
3401,3402,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Stephen Thompson,Robert Whittaker,Welterweight,1,KO/TKO,Stephen Thompson,75.0,1,16,4,1,4.24,43.0,2.8,58.0,0.32,45.0,45.0,0.0,Robert Whittaker,73.0,1,23,5,0,4.52,40.0,3.44,60.0,0.43,27.0,27.0,0.0,2.0,-0.27999999999999936,3.0,-0.6400000000000001,-2.0,18.0,-0.10999999999999999,0.0,18.0,fighter1
3402,3403,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Alexis Davis,Jessica Eye,Women's Bantamweight,3,S-DEC,Alexis Davis,68.0,1,20,10,0,4.18,47.0,4.18,55.0,0.94,40.0,40.0,0.8,Jessica Eye,66.0,1,15,9,0,3.76,37.0,4.01,55.0,0.45,40.0,40.0,0.5,2.0,0.41999999999999993,10.0,0.16999999999999993,0.0,0.0,0.48999999999999994,0.30000000000000004,0.0,fighter1
3403,3404,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Raphael Assuncao,Pedro Munhoz,Bantamweight,3,U-DEC,Raphael Assuncao,66.0,1,27,8,0,3.26,40.0,2.33,68.0,1.48,38.0,38.0,0.3,Pedro Munhoz,65.0,1,19,5,0,5.6,43.0,5.87,58.0,0.68,21.0,21.0,0.8,1.0,-2.34,-3.0,-3.54,10.0,17.0,0.7999999999999999,-0.5,17.0,fighter1
3404,3405,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Aljamain Sterling,Cody Gibson,Bantamweight,3,U-DEC,Aljamain Sterling,71.0,1,19,3,0,4.82,50.0,1.94,66.0,1.89,29.0,29.0,1.0,Cody Gibson,71.0,1,15,7,0,2.47,31.0,2.54,63.0,1.85,38.0,38.0,0.4,0.0,2.35,19.0,-0.6000000000000001,3.0,-9.0,0.039999999999999813,0.6,-9.0,fighter1
3405,3406,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Zach Makovsky,Josh Sampo,Flyweight,3,U-DEC,Zach Makovsky,64.0,2,20,8,0,1.94,43.0,2.24,62.0,3.71,30.0,30.0,0.3,Josh Sampo,64.0,1,11,5,0,1.99,36.0,2.96,55.0,1.06,33.0,33.0,2.1,0.0,-0.050000000000000044,7.0,-0.7199999999999998,7.0,-3.0,2.65,-1.8,-3.0,fighter1
3406,3407,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Erik Koch,Rafaello Oliveira,Lightweight,1,KO/TKO,Erik Koch,71.0,2,16,6,0,2.33,42.0,2.82,47.0,1.02,42.0,42.0,1.0,Rafaello Oliveira,71.0,1,17,8,0,2.19,33.0,3.38,59.0,2.49,36.0,36.0,1.6,0.0,0.14000000000000012,9.0,-0.56,-12.0,6.0,-1.4700000000000002,-0.6000000000000001,6.0,fighter1
3407,3408,2014-02-22,UFC 170: Rousey vs McMann,Las Vegas,Nevada,USA,Ernest Chavez,Yosdenis Cedeno,Lightweight,3,S-DEC,Ernest Chavez,70.0,1,10,2,0,2.79,40.0,3.89,59.0,0.89,33.0,33.0,0.0,Yosdenis Cedeno,69.0,1,10,6,1,1.64,29.0,1.6,67.0,0.0,0.0,0.0,0.3,1.0,1.1500000000000001,11.0,2.29,-8.0,33.0,0.89,-0.3,33.0,fighter1
3408,3409,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Lyoto Machida,Gegard Mousasi,Middleweight,5,U-DEC,Lyoto Machida,74.0,2,24,8,0,2.59,53.0,1.57,61.0,1.21,65.0,65.0,0.4,Gegard Mousasi,76.0,1,42,6,2,3.75,50.0,1.21,68.0,1.59,60.0,60.0,1.1,-2.0,-1.1600000000000001,3.0,0.3600000000000001,-7.0,5.0,-0.3800000000000001,-0.7000000000000001,5.0,fighter1
3409,3410,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Jacare Souza,Francis Carmont,Middleweight,3,U-DEC,Jacare Souza,72.0,1,26,9,0,2.53,46.0,2.85,62.0,2.55,39.0,39.0,1.4,Francis Carmont,78.0,1,25,12,0,2.22,42.0,1.64,59.0,1.79,36.0,36.0,0.6,-6.0,0.3099999999999996,4.0,1.2100000000000002,3.0,3.0,0.7599999999999998,0.7999999999999999,3.0,fighter1
3410,3411,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Erick Silva,Takenori Sato,Welterweight,1,KO/TKO,Erick Silva,74.0,1,19,9,0,2.5,48.0,4.18,49.0,0.85,35.0,35.0,1.4,Takenori Sato,,2,19,11,0,0.46,33.0,-1.0,9.0,0.0,0.0,0.0,0.0,,2.04,15.0,5.18,40.0,35.0,0.85,1.4,35.0,fighter1
3411,3412,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Nicholas Musoke,Viscardi Andrade,Welterweight,3,U-DEC,Nicholas Musoke,75.0,1,13,5,0,3.56,35.0,3.8,57.0,1.16,19.0,19.0,0.2,Viscardi Andrade,75.0,1,19,6,0,3.26,42.0,2.77,63.0,1.93,50.0,50.0,0.3,0.0,0.30000000000000027,-7.0,1.0299999999999998,-6.0,-31.0,-0.77,-0.09999999999999998,-31.0,fighter1
3412,3413,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Charles Oliveira,Andy Ogle,Featherweight,3,SUB,Charles Oliveira,74.0,1,30,8,0,3.22,52.0,2.94,54.0,2.64,44.0,44.0,2.8,Andy Ogle,69.0,1,9,6,0,2.24,44.0,2.23,50.0,1.44,26.0,26.0,0.0,5.0,0.98,8.0,0.71,4.0,18.0,1.2000000000000002,2.8,18.0,fighter1
3413,3414,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Joe Proctor,Cristiano Marcello,Lightweight,3,U-DEC,Joe Proctor,72.0,1,11,5,0,3.39,36.0,3.93,59.0,0.0,0.0,0.0,1.8,Cristiano Marcello,72.0,1,13,6,0,2.56,33.0,3.61,58.0,0.44,11.0,11.0,0.9,0.0,0.8300000000000001,3.0,0.3200000000000003,1.0,-11.0,-0.44,0.9,-11.0,fighter1
3414,3415,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Rodrigo Damm,Ivan Jorge,Lightweight,3,U-DEC,Rodrigo Damm,71.0,1,13,9,0,3.5,36.0,5.61,57.0,0.44,16.0,16.0,0.3,Ivan Jorge,73.0,1,27,7,0,3.41,49.0,2.91,59.0,1.56,16.0,16.0,0.6,-2.0,0.08999999999999986,-13.0,2.7,-2.0,0.0,-1.12,-0.3,0.0,fighter1
3415,3416,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Francisco Trinaldo,Jesse Ronson,Lightweight,3,S-DEC,Francisco Trinaldo,70.0,2,26,7,0,3.11,44.0,2.56,60.0,1.09,46.0,46.0,0.6,Jesse Ronson,70.0,2,21,10,0,3.54,49.0,2.99,59.0,0.63,40.0,40.0,0.6,0.0,-0.43000000000000016,-5.0,-0.43000000000000016,1.0,6.0,0.4600000000000001,0.0,6.0,fighter1
3416,3417,2014-02-15,UFC Fight Night: Machida vs Mousasi,Jaragua do Sul,Santa Catarina,Brazil,Iuri Alcantara,Wilson Reis,Bantamweight,3,S-DEC,Iuri Alcantara,71.0,2,35,10,0,2.72,45.0,2.79,49.0,1.44,62.0,62.0,0.8,Wilson Reis,65.0,2,23,10,0,1.83,29.0,3.04,55.0,5.15,42.0,42.0,0.6,6.0,0.8900000000000001,16.0,-0.25,-6.0,20.0,-3.7100000000000004,0.20000000000000007,20.0,fighter1
