,Unnamed: 0,Date,Event,City,State,Country,Winner,Loser,WeightClass,Round,Method,fighter1,reach_x,stance_x,wins_x,loss_x,no_contest_x,splm_x,sig_acc_x,sig_absorbed_x,sig_strike_defense_x,average_takedown_x,takedown_acc_x,takedown_defense_x,sub_average_x,fighter2,reach_y,stance_y,wins_y,loss_y,no_contest_y,splm_y,sig_acc_y,sig_absorbed_y,sig_strike_defense_y,average_takedown_y,takedown_acc_y,takedown_defense_y,sub_average_y,reach_diff,splm_diff,sig_acc_diff,sig_absored_diff,sig_strike_defense_diff,takedown_acc_diff,average_takedown_diff,sub_average_diff,takedown_defense_diff,theWinner
2094,2095,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Tyron Woodley,Stephen Thompson,Welterweight,5,M-DEC,Tyron Woodley,74.0,1,19,6,1,2.33,48.0,2.72,55.0,1.08,40.0,40.0,0.4,Stephen Thompson,75.0,1,16,4,1,4.24,43.0,2.8,58.0,0.32,45.0,45.0,0.0,-1.0,-1.9100000000000001,5.0,-0.07999999999999963,-3.0,-5.0,0.76,0.4,-5.0,fighter1
2095,2096,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Joanna Jedrzejczyk,Karolina Kowalkiewicz,Women's Strawweight,5,U-DEC,Joanna Jedrzejczyk,65.0,1,16,4,0,6.3,48.0,3.08,64.0,0.28,62.0,62.0,0.1,Karolina Kowalkiewicz,64.0,1,12,6,0,5.27,39.0,5.65,56.0,0.1,12.0,12.0,0.1,1.0,1.0300000000000002,9.0,-2.5700000000000003,8.0,50.0,0.18000000000000002,0.0,50.0,fighter1
2096,2097,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Yoel Romero,Chris Weidman,Middleweight,3,KO/TKO,Yoel Romero,73.0,2,13,5,0,3.44,49.0,3.05,60.0,1.57,30.0,30.0,0.0,Chris Weidman,78.0,1,15,5,0,3.03,43.0,3.15,52.0,3.93,47.0,47.0,0.9,-5.0,0.41000000000000014,6.0,-0.10000000000000009,8.0,-17.0,-2.3600000000000003,-0.9,-17.0,fighter1
2097,2098,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Raquel Pennington,Miesha Tate,Women's Bantamweight,3,U-DEC,Raquel Pennington,67.0,1,11,9,0,3.62,48.0,3.2,63.0,1.12,28.0,28.0,0.7,Miesha Tate,66.0,1,18,7,0,1.93,41.0,2.71,50.0,2.06,31.0,31.0,1.6,1.0,1.6900000000000002,7.0,0.4900000000000002,13.0,-3.0,-0.94,-0.9000000000000001,-3.0,fighter1
2098,2099,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Frankie Edgar,Jeremy Stephens,Featherweight,3,U-DEC,Frankie Edgar,68.0,1,23,9,1,3.7,39.0,2.71,66.0,2.28,31.0,31.0,0.3,Jeremy Stephens,71.0,1,28,18,0,3.18,40.0,3.06,58.0,1.16,38.0,38.0,0.4,-3.0,0.52,-1.0,-0.3500000000000001,8.0,-7.0,1.1199999999999999,-0.10000000000000003,-7.0,fighter1
2099,2100,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Khabib Nurmagomedov,Michael Johnson,Lightweight,3,SUB,Khabib Nurmagomedov,70.0,1,29,0,0,4.1,48.0,1.75,65.0,5.32,48.0,48.0,0.8,Michael Johnson,73.0,2,20,17,0,4.21,38.0,3.82,58.0,0.49,45.0,45.0,0.1,-3.0,-0.11000000000000032,10.0,-2.07,7.0,3.0,4.83,0.7000000000000001,3.0,fighter1
2100,2101,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Tim Boetsch,Rafael Natal,Middleweight,1,KO/TKO,Tim Boetsch,74.0,1,21,13,0,2.93,50.0,2.9,57.0,1.45,34.0,34.0,0.8,Rafael Natal,77.0,1,21,9,1,3.1,47.0,2.48,57.0,2.55,34.0,34.0,0.5,-3.0,-0.16999999999999993,3.0,0.41999999999999993,0.0,0.0,-1.0999999999999999,0.30000000000000004,0.0,fighter1
2101,2102,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Vicente Luque,Belal Muhammad,Welterweight,1,KO/TKO,Vicente Luque,75.0,1,19,7,1,5.72,53.0,5.82,52.0,0.68,50.0,50.0,0.8,Belal Muhammad,72.0,1,18,3,0,4.86,43.0,4.03,60.0,2.03,28.0,28.0,0.2,3.0,0.8599999999999994,10.0,1.79,-8.0,22.0,-1.3499999999999996,0.6000000000000001,22.0,fighter1
2102,2103,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Jim Miller,Thiago Alves,Catch Weight,3,U-DEC,Jim Miller,71.0,2,32,15,0,2.73,40.0,2.99,59.0,1.69,43.0,43.0,1.9,Thiago Alves,70.0,1,23,15,0,3.73,41.0,3.42,62.0,0.71,60.0,60.0,0.3,1.0,-1.0,-1.0,-0.4299999999999997,-3.0,-17.0,0.98,1.5999999999999999,-17.0,fighter1
2103,2104,2016-11-12,UFC 205: Alvarez vs McGregor,New York City,New York,USA,Liz Carmouche,Katlyn Chookagian,Women's Bantamweight,3,S-DEC,Liz Carmouche,66.0,1,13,7,0,2.78,54.0,2.51,61.0,2.57,51.0,51.0,0.3,Katlyn Chookagian,68.0,1,15,4,0,4.22,34.0,4.23,63.0,0.27,15.0,15.0,0.5,-2.0,-1.44,20.0,-1.7200000000000006,-2.0,36.0,2.3,-0.2,36.0,fighter1
2104,2105,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Tony Ferguson,Rafael Dos Anjos,Lightweight,5,U-DEC,Tony Ferguson,76.0,1,26,5,0,5.46,45.0,3.94,59.0,0.45,42.0,42.0,1.1,Rafael Dos Anjos,70.0,2,30,13,0,3.49,46.0,3.22,61.0,1.93,37.0,37.0,0.6,6.0,1.9699999999999998,-1.0,0.7199999999999998,-2.0,5.0,-1.48,0.5000000000000001,5.0,fighter1
2105,2106,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Diego Sanchez,Marcin Held,Lightweight,3,U-DEC,Diego Sanchez,72.0,2,31,13,0,2.69,37.0,3.02,56.0,1.51,24.0,24.0,0.8,Marcin Held,71.0,1,23,7,0,1.41,34.0,2.02,47.0,2.46,46.0,46.0,1.3,1.0,1.28,3.0,1.0,9.0,-22.0,-0.95,-0.5,-22.0,fighter1
2106,2107,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Ricardo Lamas,Charles Oliveira,Featherweight,2,SUB,Ricardo Lamas,71.0,1,20,8,0,3.13,47.0,2.87,57.0,1.84,33.0,33.0,0.9,Charles Oliveira,74.0,1,30,8,0,3.22,52.0,2.94,54.0,2.64,44.0,44.0,2.8,-3.0,-0.0900000000000003,-5.0,-0.06999999999999984,3.0,-11.0,-0.8,-1.9,-11.0,fighter1
2107,2108,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Martin Bravo,Claudio Puelles,Lightweight,2,KO/TKO,Martin Bravo,71.0,2,11,3,0,7.66,39.0,5.72,51.0,2.6,35.0,35.0,0.0,Claudio Puelles,72.0,2,10,2,0,1.95,44.0,3.73,50.0,3.06,36.0,36.0,1.3,-1.0,5.71,-5.0,1.9899999999999998,1.0,-1.0,-0.45999999999999996,-1.3,-1.0,fighter1
2108,2109,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Beneil Dariush,Rashid Magomedov,Lightweight,3,U-DEC,Beneil Dariush,72.0,2,20,4,1,4.0,49.0,2.72,59.0,2.03,32.0,32.0,1.0,Rashid Magomedov,70.0,1,20,2,0,4.4,49.0,3.05,54.0,0.67,57.0,57.0,0.2,2.0,-0.40000000000000036,0.0,-0.3299999999999996,5.0,-25.0,1.3599999999999999,0.8,-25.0,fighter1
2109,2110,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Alexa Grasso,Heather Clark,Women's Strawweight,3,U-DEC,Alexa Grasso,66.0,1,13,3,0,4.96,43.0,3.61,64.0,0.28,40.0,40.0,0.6,Heather Clark,64.0,1,7,6,0,3.69,49.0,5.62,50.0,0.33,4.0,4.0,0.3,2.0,1.27,-6.0,-2.0100000000000002,14.0,36.0,-0.04999999999999999,0.3,36.0,fighter1
2110,2111,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Erik Perez,Felipe Arantes,Bantamweight,3,S-DEC,Erik Perez,68.0,1,17,6,0,3.16,40.0,2.09,66.0,3.16,55.0,55.0,0.2,Felipe Arantes,73.0,1,18,10,0,2.37,45.0,2.66,64.0,0.93,47.0,47.0,0.7,-5.0,0.79,-5.0,-0.5700000000000003,2.0,8.0,2.23,-0.49999999999999994,8.0,fighter1
2111,2112,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Joe Soto,Marco Beltran,Catch Weight,1,SUB,Joe Soto,65.0,1,18,7,0,3.36,41.0,5.37,67.0,0.85,21.0,21.0,1.9,Marco Beltran,69.0,1,8,6,0,2.07,37.0,1.93,63.0,0.7,50.0,50.0,0.2,-4.0,1.29,4.0,3.4400000000000004,4.0,-29.0,0.15000000000000002,1.7,-29.0,fighter1
2112,2113,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Max Griffin,Erick Montano,Welterweight,1,KO/TKO,Max Griffin,76.0,1,16,8,0,4.08,48.0,3.91,56.0,1.73,53.0,53.0,0.5,Erick Montano,73.0,1,7,5,0,2.79,44.0,2.06,64.0,2.29,36.0,36.0,0.0,3.0,1.29,4.0,1.85,-8.0,17.0,-0.56,0.5,17.0,fighter1
2113,2114,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Douglas Silva de Andrade,Henry Briones,Bantamweight,3,KO/TKO,Douglas Silva de Andrade,68.0,1,26,4,0,3.77,38.0,4.26,58.0,0.7,50.0,50.0,0.0,Henry Briones,69.0,1,16,8,1,3.47,42.0,4.68,53.0,0.0,0.0,0.0,0.6,-1.0,0.2999999999999998,-4.0,-0.41999999999999993,5.0,50.0,0.7,-0.6,50.0,fighter1
2114,2115,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Sam Alvey,Alex Nicholson,Middleweight,3,U-DEC,Sam Alvey,75.0,2,33,14,0,3.17,44.0,3.26,55.0,0.08,16.0,16.0,0.1,Alex Nicholson,77.0,1,7,4,0,4.12,43.0,4.65,47.0,0.0,0.0,0.0,0.5,-2.0,-0.9500000000000002,1.0,-1.3900000000000006,8.0,16.0,0.08,-0.4,16.0,fighter1
2115,2116,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Marco Polo Reyes,Jason Novelli,Lightweight,3,S-DEC,Marco Polo Reyes,71.0,1,8,7,0,6.0,37.0,5.52,59.0,0.0,0.0,0.0,0.0,Jason Novelli,,1,11,3,1,1.73,24.0,3.55,66.0,0.7,33.0,33.0,0.0,,4.27,13.0,1.9699999999999998,-7.0,-33.0,-0.7,0.0,-33.0,fighter1
2116,2117,2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,Mexico City,Distrito Federal,Mexico,Enrique Barzola,Chris Avila,Featherweight,3,U-DEC,Enrique Barzola,70.0,1,17,5,2,3.91,41.0,2.97,68.0,4.2,45.0,45.0,0.3,Chris Avila,,1,5,4,0,2.37,30.0,4.17,48.0,0.0,0.0,0.0,0.0,,1.54,11.0,-1.1999999999999997,20.0,45.0,4.2,0.3,45.0,fighter1
2117,2118,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Michael Bisping,Dan Henderson,Middleweight,5,U-DEC,Michael Bisping,75.0,1,30,9,0,4.33,38.0,2.71,65.0,1.05,43.0,43.0,0.3,Dan Henderson,74.0,1,32,15,0,2.44,47.0,2.7,51.0,1.52,52.0,52.0,0.3,1.0,1.8900000000000001,-9.0,0.009999999999999787,14.0,-9.0,-0.47,0.0,-9.0,fighter1
2118,2119,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Gegard Mousasi,Vitor Belfort,Middleweight,2,KO/TKO,Gegard Mousasi,76.0,1,42,6,2,3.75,50.0,1.21,68.0,1.59,60.0,60.0,1.1,Vitor Belfort,74.0,2,26,14,0,1.59,46.0,2.83,50.0,1.02,60.0,60.0,0.6,2.0,2.16,4.0,-1.62,18.0,0.0,0.5700000000000001,0.5000000000000001,0.0,fighter1
2119,2120,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Jimi Manuwa,Ovince Saint Preux,Light Heavyweight,2,KO/TKO,Jimi Manuwa,79.0,1,17,6,0,3.43,54.0,3.97,49.0,0.53,18.0,18.0,0.4,Ovince Saint Preux,80.0,2,25,15,0,2.68,46.0,3.03,45.0,1.19,40.0,40.0,0.6,-1.0,0.75,8.0,0.9400000000000004,4.0,-22.0,-0.6599999999999999,-0.19999999999999996,-22.0,fighter1
2120,2121,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Stefan Struve,Daniel Omielanczuk,Heavyweight,2,SUB,Stefan Struve,84.0,1,33,13,0,3.12,47.0,4.04,46.0,0.56,46.0,46.0,1.7,Daniel Omielanczuk,74.0,2,19,8,1,3.09,57.0,3.29,47.0,0.56,26.0,26.0,0.1,10.0,0.03000000000000025,-10.0,0.75,-1.0,20.0,0.0,1.5999999999999999,20.0,fighter1
2121,2122,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Mirsad Bektic,Russell Doane,Featherweight,1,SUB,Mirsad Bektic,70.0,1,13,4,0,2.43,41.0,1.8,57.0,3.98,52.0,52.0,0.4,Russell Doane,70.0,1,15,8,0,1.75,40.0,1.68,53.0,2.11,45.0,45.0,0.8,0.0,0.6800000000000002,1.0,0.1200000000000001,4.0,7.0,1.87,-0.4,7.0,fighter1
2122,2123,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Iuri Alcantara,Brad Pickett,Bantamweight,1,SUB,Iuri Alcantara,71.0,2,35,10,0,2.72,45.0,2.79,49.0,1.44,62.0,62.0,0.8,Brad Pickett,68.0,1,25,14,0,3.02,31.0,4.63,55.0,2.47,44.0,44.0,0.4,3.0,-0.2999999999999998,14.0,-1.8399999999999999,-6.0,18.0,-1.0300000000000002,0.4,18.0,fighter1
2123,2124,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Damian Stasiak,Davey Grant,Bantamweight,3,SUB,Damian Stasiak,70.0,1,10,6,0,1.86,36.0,3.1,52.0,2.64,35.0,35.0,0.6,Davey Grant,69.0,1,12,4,0,3.67,48.0,2.32,63.0,2.59,47.0,47.0,0.2,1.0,-1.8099999999999998,-12.0,0.7800000000000002,-11.0,-12.0,0.050000000000000266,0.39999999999999997,-12.0,fighter1
2124,2125,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Leon Edwards,Albert Tumenov,Welterweight,3,SUB,Leon Edwards,74.0,2,18,3,0,2.53,47.0,2.05,55.0,1.39,31.0,31.0,0.4,Albert Tumenov,73.0,1,18,4,0,3.76,42.0,3.34,58.0,0.2,20.0,20.0,0.0,1.0,-1.23,5.0,-1.29,-3.0,11.0,1.19,0.4,11.0,fighter1
2125,2126,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Marc Diakiese,Lukasz Sajewski,Lightweight,2,KO/TKO,Marc Diakiese,73.0,1,14,4,0,3.08,39.0,2.79,54.0,2.16,36.0,36.0,0.0,Lukasz Sajewski,71.0,1,13,3,0,2.06,35.0,3.88,57.0,1.01,25.0,25.0,0.0,2.0,1.02,4.0,-1.0899999999999999,-3.0,11.0,1.1500000000000001,0.0,11.0,fighter1
2126,2127,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Mike Perry,Danny Roberts,Welterweight,3,KO/TKO,Mike Perry,71.0,1,14,7,0,4.35,47.0,4.82,54.0,0.69,38.0,38.0,0.2,Danny Roberts,74.0,2,17,5,0,3.41,44.0,3.08,55.0,0.18,6.0,6.0,0.4,-3.0,0.9399999999999995,3.0,1.7400000000000002,-1.0,32.0,0.51,-0.2,32.0,fighter1
2127,2128,2016-10-08,UFC 204: Bisping vs. Henderson,Manchester,England,United Kingdom,Leonardo Santos,Adriano Martins,Lightweight,3,S-DEC,Leonardo Santos,75.0,1,18,4,1,2.76,44.0,2.71,60.0,1.09,27.0,27.0,0.4,Adriano Martins,72.0,2,28,9,0,1.8,38.0,2.14,65.0,0.83,80.0,80.0,0.4,3.0,0.9599999999999997,6.0,0.5699999999999998,-5.0,-53.0,0.2600000000000001,0.0,-53.0,fighter1
2128,2129,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,John Lineker,John Dodson,Bantamweight,5,S-DEC,John Lineker,67.0,1,31,9,0,5.36,40.0,4.27,56.0,0.56,58.0,58.0,0.6,John Dodson,66.0,1,22,12,0,3.2,40.0,3.58,61.0,0.71,28.0,28.0,0.0,1.0,2.16,0.0,0.6899999999999995,-5.0,30.0,-0.1499999999999999,0.6,30.0,fighter1
2129,2130,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Alex Oliveira,Will Brooks,Lightweight,3,KO/TKO,Alex Oliveira,76.0,1,22,9,1,2.87,50.0,2.18,48.0,2.41,37.0,37.0,0.6,Will Brooks,72.0,1,18,4,0,4.26,59.0,2.54,56.0,2.08,51.0,51.0,0.3,4.0,-1.3899999999999997,-9.0,-0.3599999999999999,-8.0,-14.0,0.33000000000000007,0.3,-14.0,fighter1
2130,2131,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Zak Ottow,Joshua Burkman,Welterweight,3,S-DEC,Zak Ottow,72.0,1,17,7,0,2.63,36.0,2.73,58.0,0.97,29.0,29.0,0.4,Joshua Burkman,72.0,1,28,16,0,2.69,43.0,3.13,51.0,2.53,36.0,36.0,0.3,0.0,-0.06000000000000005,-7.0,-0.3999999999999999,7.0,-7.0,-1.5599999999999998,0.10000000000000003,-7.0,fighter1
2131,2132,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Brandon Moreno,Louis Smolka,Flyweight,1,SUB,Brandon Moreno,70.0,1,18,5,2,3.41,38.0,3.41,59.0,2.01,45.0,45.0,0.6,Louis Smolka,68.0,1,17,7,0,4.44,46.0,3.74,53.0,1.84,37.0,37.0,1.9,2.0,-1.0300000000000002,-8.0,-0.33000000000000007,6.0,8.0,0.1699999999999997,-1.2999999999999998,8.0,fighter1
2132,2133,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Henrique da Silva,Joachim Christensen,Light Heavyweight,2,SUB,Henrique da Silva,76.0,1,14,5,0,3.89,60.0,5.28,40.0,0.25,14.0,14.0,0.2,Joachim Christensen,76.0,1,14,6,0,3.78,41.0,3.29,46.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000032,19.0,1.9900000000000002,-6.0,14.0,0.25,0.2,14.0,fighter1
2133,2134,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Andre Fili,Hacran Dias,Featherweight,3,U-DEC,Andre Fili,74.0,1,21,8,0,3.73,36.0,3.9,52.0,2.5,49.0,49.0,0.2,Hacran Dias,69.0,1,23,6,1,2.08,41.0,3.31,55.0,2.5,39.0,39.0,0.5,5.0,1.65,-5.0,0.5899999999999999,-3.0,10.0,0.0,-0.3,10.0,fighter1
2134,2135,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Shamil Abdurakhimov,Walt Harris,Heavyweight,3,S-DEC,Shamil Abdurakhimov,76.0,1,20,5,0,2.45,44.0,2.45,58.0,1.23,24.0,24.0,0.2,Walt Harris,77.0,2,13,9,0,2.95,38.0,3.43,54.0,0.3,28.0,28.0,0.1,-1.0,-0.5,6.0,-0.98,4.0,-4.0,0.9299999999999999,0.1,-4.0,fighter1
2135,2136,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Elizeu Zaleski dos Santos,Keita Nakamura,Welterweight,3,U-DEC,Elizeu Zaleski dos Santos,73.0,1,22,7,0,4.05,39.0,3.07,59.0,0.57,17.0,17.0,0.5,Keita Nakamura,73.0,2,34,10,0,2.23,36.0,3.2,58.0,1.65,48.0,48.0,0.3,0.0,1.8199999999999998,3.0,-0.13000000000000034,1.0,-31.0,-1.08,0.2,-31.0,fighter1
2136,2137,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Nate Marquardt,Tamdan McCrory,Middleweight,2,KO/TKO,Nate Marquardt,74.0,1,35,19,0,2.71,49.0,2.32,55.0,1.87,51.0,51.0,0.8,Tamdan McCrory,76.0,3,14,5,0,2.07,49.0,1.6,46.0,2.28,50.0,50.0,2.5,-2.0,0.6400000000000001,0.0,0.7199999999999998,9.0,1.0,-0.4099999999999997,-1.7,1.0,fighter1
2137,2138,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Ion Cutelaba,Jonathan Wilson,Light Heavyweight,3,U-DEC,Ion Cutelaba,75.0,2,15,6,0,5.1,39.0,3.37,48.0,2.41,71.0,71.0,0.0,Jonathan Wilson,75.0,2,7,3,0,2.92,48.0,5.65,56.0,0.37,100.0,100.0,0.0,0.0,2.1799999999999997,-9.0,-2.2800000000000002,-8.0,-29.0,2.04,0.0,-29.0,fighter1
2138,2139,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Curtis Blaydes,Cody East,Heavyweight,2,KO/TKO,Curtis Blaydes,80.0,1,14,3,0,3.59,53.0,1.7,57.0,6.64,54.0,54.0,0.0,Cody East,,1,12,3,0,4.15,43.0,7.32,40.0,3.97,100.0,100.0,0.0,,-0.5600000000000005,10.0,-5.62,17.0,-46.0,2.6699999999999995,0.0,-46.0,fighter1
2139,2140,2016-10-01,UFC Fight Night: Lineker vs. Dodson,Portland,Oregon,USA,Ketlen Vieira,Kelly Faszholz,Women's Bantamweight,3,S-DEC,Ketlen Vieira,68.0,1,11,2,0,2.66,36.0,3.84,53.0,2.19,48.0,48.0,0.5,Kelly Faszholz,,1,4,2,0,4.01,48.0,3.61,52.0,0.0,0.0,0.0,0.0,,-1.3499999999999996,-12.0,0.22999999999999998,1.0,48.0,2.19,0.5,48.0,fighter1
2140,2141,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Cristiane Justino,Lina Lansberg,Catch Weight,2,KO/TKO,Cristiane Justino,68.0,1,21,2,0,7.28,52.0,2.25,64.0,0.66,55.0,55.0,0.4,Lina Lansberg,65.0,1,10,5,0,2.76,57.0,3.7,44.0,0.71,33.0,33.0,0.1,3.0,4.5200000000000005,-5.0,-1.4500000000000002,20.0,22.0,-0.04999999999999993,0.30000000000000004,22.0,fighter1
2141,2142,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Renan Barao,Phillipe Nover,Featherweight,3,U-DEC,Renan Barao,70.0,1,34,9,0,3.78,36.0,3.9,57.0,1.49,41.0,41.0,0.5,Phillipe Nover,72.0,1,11,8,1,1.79,35.0,2.48,56.0,0.99,28.0,28.0,0.7,-2.0,1.9899999999999998,1.0,1.42,1.0,13.0,0.5,-0.19999999999999996,13.0,fighter1
2142,2143,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Roy Nelson,Antonio Silva,Heavyweight,2,KO/TKO,Roy Nelson,73.0,1,22,14,0,2.18,36.0,4.79,46.0,1.14,27.0,27.0,0.1,Antonio Silva,82.0,1,19,12,0,2.89,45.0,3.09,50.0,0.82,29.0,29.0,0.8,-9.0,-0.71,-9.0,1.7000000000000002,-4.0,-2.0,0.31999999999999995,-0.7000000000000001,-2.0,fighter1
2143,2144,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Francisco Trinaldo,Paul Felder,Lightweight,3,KO/TKO,Francisco Trinaldo,70.0,2,26,7,0,3.11,44.0,2.56,60.0,1.09,46.0,46.0,0.6,Paul Felder,70.0,1,17,6,0,3.7,44.0,3.44,48.0,0.29,28.0,28.0,0.2,0.0,-0.5900000000000003,0.0,-0.8799999999999999,12.0,18.0,0.8,0.39999999999999997,18.0,fighter1
2144,2145,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Eric Spicely,Thiago Santos,Middleweight,1,SUB,Eric Spicely,73.0,1,12,6,0,3.71,45.0,5.72,55.0,1.31,20.0,20.0,1.0,Thiago Santos,76.0,1,21,8,0,4.36,48.0,2.32,55.0,0.77,40.0,40.0,0.1,-3.0,-0.6500000000000004,-3.0,3.4,0.0,-20.0,0.54,0.9,-20.0,fighter1
2145,2146,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Godofredo Pepey,Mike de la Torre,Featherweight,1,SUB,Godofredo Pepey,73.0,1,13,6,0,2.32,38.0,3.23,47.0,0.37,7.0,7.0,1.5,Mike de la Torre,71.0,1,14,7,0,3.21,39.0,4.75,51.0,0.36,16.0,16.0,0.0,2.0,-0.8900000000000001,-1.0,-1.52,-4.0,-9.0,0.010000000000000009,1.5,-9.0,fighter1
2146,2147,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Michel Prazeres,Gilbert Burns,Lightweight,3,U-DEC,Michel Prazeres,67.0,1,26,3,0,2.44,47.0,2.49,58.0,4.11,36.0,36.0,0.6,Gilbert Burns,71.0,1,19,4,0,3.22,45.0,3.04,54.0,2.08,35.0,35.0,0.7,-4.0,-0.7800000000000002,2.0,-0.5499999999999998,4.0,1.0,2.0300000000000002,-0.09999999999999998,1.0,fighter1
2147,2148,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Rani Yahya,Michinori Tanaka,Bantamweight,3,U-DEC,Rani Yahya,67.0,1,26,10,0,1.59,36.0,1.74,50.0,2.86,32.0,32.0,2.0,Michinori Tanaka,67.0,1,11,3,0,1.97,37.0,1.99,50.0,2.4,38.0,38.0,0.2,0.0,-0.3799999999999999,-1.0,-0.25,0.0,-6.0,0.45999999999999996,1.8,-6.0,fighter1
2148,2149,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Jussier Formiga,Dustin Ortiz,Flyweight,3,U-DEC,Jussier Formiga,67.0,1,23,8,0,1.42,39.0,2.34,64.0,1.82,35.0,35.0,0.6,Dustin Ortiz,65.0,1,19,8,0,2.94,44.0,2.17,56.0,3.01,36.0,36.0,0.1,2.0,-1.52,-5.0,0.16999999999999993,8.0,-1.0,-1.1899999999999997,0.5,-1.0,fighter1
2149,2150,2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,Brasilia,Distrito Federal,Brazil,Erick Silva,Luan Chagas,Welterweight,3,SUB,Erick Silva,74.0,1,19,9,0,2.5,48.0,4.18,49.0,0.85,35.0,35.0,1.4,Luan Chagas,75.0,1,15,3,1,4.16,47.0,3.19,62.0,0.32,12.0,12.0,0.3,-1.0,-1.6600000000000001,1.0,0.9899999999999998,-13.0,23.0,0.53,1.0999999999999999,23.0,fighter1
